vicon_t u v w x y z
1329939212.224725 -0.027947 0.080002 -0.179146 894.564392 186.549118 1142.857300
1329939212.232892 -0.026210 0.064196 -0.180298 894.216553 186.516968 1145.184448
1329939212.240953 -0.025161 0.041802 -0.181318 893.785950 186.494003 1148.325317
1329939212.252111 -0.024912 0.014168 -0.182128 893.254700 186.474487 1152.182739
1329939212.257975 -0.025501 -0.017675 -0.182803 892.662048 186.467102 1156.680298
1329939212.265827 -0.027024 -0.052467 -0.183148 891.978516 186.467834 1161.699097
1329939212.274834 -0.029722 -0.088927 -0.183004 891.227051 186.504089 1167.143799
1329939212.283053 -0.033256 -0.125869 -0.182300 890.440674 186.570679 1172.925049
1329939212.290850 -0.037892 -0.163127 -0.181228 889.593506 186.688690 1178.908691
1329939212.302612 -0.043468 -0.199529 -0.179412 888.691223 186.859863 1185.019287
1329939212.308201 -0.050056 -0.235170 -0.177518 887.744873 187.080566 1191.142578
1329939212.315840 -0.057367 -0.269049 -0.175194 886.752747 187.337524 1197.210083
1329939212.324719 -0.064926 -0.300998 -0.172633 885.731140 187.606659 1203.098022
1329939212.332979 -0.072675 -0.330738 -0.169778 884.714172 187.921936 1208.729492
1329939212.341047 -0.080052 -0.358392 -0.166702 883.704285 188.224609 1214.029907
1329939212.349709 -0.089070 -0.383386 -0.163923 882.592773 188.480774 1219.016357
1329939212.369689 -0.096197 -0.405989 -0.163090 881.847778 188.805756 1223.762207
1329939212.374349 -0.107709 -0.446364 -0.157605 880.098083 189.112137 1231.131836
1329939212.383111 -0.109911 -0.462231 -0.153986 879.466492 189.136566 1234.038452
1329939212.390830 -0.115497 -0.474808 -0.152234 878.877808 189.182220 1236.511719
1329939212.399376 -0.120364 -0.484931 -0.150892 878.449402 189.223999 1238.384888
1329939212.407904 -0.124539 -0.492676 -0.149703 878.178162 189.226257 1239.654907
1329939212.422298 -0.127663 -0.498049 -0.148506 878.072205 189.203934 1240.281982
1329939212.425689 -0.130476 -0.501546 -0.147575 878.101196 189.153900 1240.256958
1329939212.433069 -0.132466 -0.503163 -0.146856 878.353210 188.998230 1239.761475
1329939212.440728 -0.133990 -0.502828 -0.146401 878.599609 188.830719 1238.439697
1329939212.449420 -0.134733 -0.500030 -0.146008 879.075684 188.615387 1236.401123
1329939212.457964 -0.135278 -0.494754 -0.145092 879.638672 188.278076 1233.433472
1329939212.466263 -0.133592 -0.487112 -0.146068 880.552979 187.997711 1230.172241
1329939212.476860 -0.131367 -0.476273 -0.146969 881.489624 187.605469 1226.192505
1329939212.483019 -0.125123 -0.464592 -0.148043 882.662170 187.338501 1221.120972
1329939212.490999 -0.135377 -0.440913 -0.152150 883.228271 186.509735 1217.034912
1329939212.499285 -0.127409 -0.419540 -0.152459 884.612488 185.790863 1211.157471
1329939212.507806 -0.120661 -0.393595 -0.153217 885.899231 184.986618 1204.908936
1329939212.518732 -0.114411 -0.363088 -0.154705 887.064087 184.145538 1198.319336
1329939212.523828 -0.107200 -0.328397 -0.156024 888.169495 183.316589 1191.349487
1329939212.532917 -0.098630 -0.290351 -0.157427 889.175415 182.527924 1184.080322
1329939212.541155 -0.088814 -0.249304 -0.158772 890.013062 181.759521 1176.582886
1329939212.549070 -0.078928 -0.205436 -0.160270 890.664612 180.994003 1168.916748
1329939212.557709 -0.069643 -0.159024 -0.161565 891.070618 180.213943 1161.217651
1329939212.565844 -0.060992 -0.110293 -0.162727 891.239685 179.451172 1153.518311
1329939212.573804 -0.053606 -0.058944 -0.163623 891.143250 178.772034 1146.009399
