vicon_t u v w x y z
1329940019.263090 3.166579 0.163422 0.033515 1214.356812 189.230896 1193.663818
1329940019.275625 3.167196 0.165333 0.038168 1211.625366 188.713623 1193.325317
1329940019.289174 3.167392 0.166906 0.040902 1208.434326 188.292755 1193.341675
1329940019.303739 3.167305 0.168353 0.042346 1205.086060 187.900238 1193.287842
1329940019.310520 3.167713 0.170660 0.039949 1194.074829 186.923126 1192.796265
1329940019.318442 3.168234 0.170333 0.037654 1190.092529 186.409271 1192.605591
1329940019.333660 3.169076 0.169583 0.035035 1185.920044 186.015442 1192.386963
1329940019.347781 3.169975 0.168437 0.031833 1181.594482 185.606873 1192.215088
1329940019.351719 3.171738 0.165930 0.025029 1172.315796 184.626099 1191.847900
1329940019.360315 3.172526 0.164302 0.021878 1167.558960 184.336090 1191.651855
1329940019.368896 3.172864 0.162556 0.018326 1162.493774 183.884369 1191.549927
1329940019.376891 3.172642 0.160432 0.015223 1157.218872 183.419128 1191.436768
1329940019.385192 3.171876 0.158586 0.012314 1151.818115 182.886230 1191.326050
1329940019.393771 3.170716 0.157668 0.009191 1146.317627 182.312073 1191.200317
1329940019.402069 3.169609 0.157006 0.006870 1140.660400 181.706329 1190.961426
1329940019.410340 3.168600 0.156662 0.005239 1134.887939 181.097275 1190.721680
1329940019.418636 3.167763 0.156819 0.003837 1129.015991 180.503830 1190.464478
1329940019.426864 3.166981 0.157771 0.002822 1123.042236 179.949371 1190.210693
1329940019.435140 3.166327 0.158998 0.002435 1116.946167 179.492065 1189.905029
1329940019.443864 3.165436 0.160554 0.002881 1110.748901 179.109070 1189.625366
1329940019.451736 3.164263 0.161610 0.004057 1104.440063 178.820496 1189.347290
1329940019.460342 3.162560 0.162679 0.006500 1098.113892 178.540207 1189.022095
1329940019.468784 3.160090 0.163059 0.009799 1091.672119 178.258881 1188.700439
1329940019.476893 3.157573 0.163072 0.013625 1085.221558 177.949615 1188.243530
1329940019.485401 3.155051 0.163451 0.017806 1078.823730 177.568298 1187.711548
1329940019.499028 3.152982 0.163472 0.022065 1072.369141 177.179535 1187.090576
1329940019.502087 3.151742 0.163627 0.025561 1065.966797 176.790863 1186.413818
1329940019.511006 3.150733 0.163719 0.029217 1059.597168 176.349304 1185.706421
1329940019.519053 3.150215 0.164007 0.032279 1053.257324 175.917725 1184.933228
1329940019.527724 3.150232 0.164255 0.034584 1046.938354 175.528809 1184.114014
1329940019.535727 3.150489 0.164524 0.036808 1040.660278 175.194580 1183.224976
1329940019.551501 3.150857 0.164471 0.037966 1034.384399 174.896851 1182.331665
1329940019.554264 3.151172 0.164366 0.038553 1028.204834 174.600525 1181.369629
1329940019.560899 3.151425 0.163643 0.038486 1022.081848 174.300034 1180.358154
1329940019.568996 3.151552 0.162758 0.037090 1016.110474 173.975525 1179.314575
1329940019.577451 3.151561 0.161581 0.035454 1010.265564 173.620819 1178.183594
1329940019.585522 3.151664 0.160305 0.033139 1004.534241 173.261963 1176.994507
1329940019.594040 3.151947 0.158612 0.030373 998.885620 172.936569 1175.734131
1329940019.602455 3.152674 0.157132 0.027277 993.372375 172.622726 1174.391113
1329940019.610691 3.153780 0.155504 0.023940 987.912354 172.362579 1173.010498
1329940019.619029 3.155520 0.153937 0.020296 982.576050 172.116119 1171.551758
1329940019.627357 3.157865 0.152185 0.015840 977.360474 171.889465 1170.119629
1329940019.635729 3.160768 0.150423 0.011359 972.284546 171.652832 1168.670898
1329940019.644277 3.163618 0.148357 0.006488 967.350647 171.376328 1167.314575
1329940019.660698 3.166059 0.146281 0.001433 962.604797 171.043121 1166.026489
1329940019.668958 3.168833 0.142480 -0.007914 953.467041 170.172791 1163.564209
1329940019.677045 3.168986 0.141247 -0.011562 949.441406 169.883270 1162.445923
1329940019.685532 3.168642 0.140292 -0.014790 945.329468 169.570831 1161.300659
1329940019.693679 3.168058 0.139694 -0.017434 941.360718 169.321869 1160.153198
1329940019.702059 3.167584 0.139291 -0.019599 937.533569 169.166245 1158.999268
1329940019.713228 3.167479 0.138990 -0.021713 933.812073 169.065521 1157.871826
1329940019.718758 3.167770 0.138516 -0.024062 930.217468 168.995544 1156.809326
1329940019.726874 3.168253 0.137732 -0.026879 926.785339 168.955200 1155.837280
1329940019.735271 3.168654 0.136980 -0.029359 923.519836 168.904938 1154.911011
1329940019.743492 3.168880 0.136013 -0.032122 920.377380 168.848724 1154.098145
1329940019.751864 3.168348 0.135180 -0.034367 917.432190 168.769714 1153.388306
1329940019.760198 3.167357 0.134280 -0.035717 914.611938 168.720337 1152.685303
1329940019.779931 3.165833 0.133541 -0.036471 911.921875 168.660583 1152.063232
1329940019.785297 3.161795 0.131909 -0.035536 906.971985 168.732422 1150.674194
1329940019.793512 3.159972 0.131123 -0.033930 904.649170 168.638519 1150.306030
1329940019.801591 3.158386 0.130194 -0.032028 902.477600 168.667419 1149.764648
1329940019.810201 3.157131 0.129237 -0.030011 900.447327 168.663300 1149.256226
1329940019.822235 3.156361 0.128245 -0.027547 898.557861 168.652832 1148.700562
1329940019.826626 3.155717 0.127297 -0.025448 896.785095 168.612152 1148.243774
1329940019.835049 3.155213 0.126372 -0.022774 895.126953 168.538788 1147.741089
1329940019.843554 3.154721 0.125534 -0.020258 893.560059 168.462646 1147.285034
1329940019.851680 3.154236 0.124523 -0.018203 892.060181 168.425079 1146.822266
1329940019.860336 3.153508 0.123489 -0.016342 890.674011 168.398499 1146.369141
1329940019.868677 3.152597 0.122532 -0.015075 889.382263 168.406281 1145.917725
1329940019.876856 3.151698 0.121876 -0.014682 888.216614 168.433899 1145.441284
1329940019.885294 3.150794 0.121665 -0.015067 887.146484 168.453644 1144.973755
1329940019.893551 3.150163 0.121376 -0.016082 886.126282 168.504211 1144.468628
1329940019.901673 3.149905 0.121411 -0.017597 885.239868 168.503876 1143.947510
1329940019.910264 3.150088 0.121554 -0.018908 884.440369 168.487991 1143.399048
1329940019.918635 3.150511 0.121879 -0.020495 883.711792 168.416229 1142.902100
1329940019.938578 3.151282 0.122067 -0.021921 883.043457 168.348755 1142.374878
1329940019.943619 3.153069 0.122493 -0.024875 881.906677 168.136902 1141.411133
1329940019.951704 3.154084 0.122485 -0.026186 881.396912 168.057129 1141.046143
1329940019.959783 3.154988 0.122190 -0.027504 880.923828 167.975815 1140.661011
