imu_t vicon_t accel_x accel_y accel_z gyro_x gyro_y gyro_z
16.976384 1329940010.294524 506 508 597 356 354 371
17.013014 1329940010.302584 501 499 599 367 359 372
17.013014 1329940010.310767 502 491 596 375 365 372
17.046439 1329940010.319458 495 498 595 378 372 370
17.046439 1329940010.327417 487 504 596 374 382 366
17.087983 1329940010.335729 491 497 598 374 388 363
17.087983 1329940010.344467 492 493 600 382 393 364
17.137851 1329940010.352638 486 498 606 391 398 362
17.137851 1329940010.360658 483 505 608 393 401 360
17.170947 1329940010.372461 485 498 607 380 396 364
17.170947 1329940010.377177 489 487 609 368 389 367
17.212512 1329940010.385839 488 490 613 373 386 368
17.212512 1329940010.394328 487 496 614 378 389 367
17.257296 1329940010.402330 489 499 613 372 386 366
17.257296 1329940010.412103 491 495 612 361 378 367
17.287448 1329940010.419459 489 495 611 359 370 367
